,path,label,features,pca_features
10,s3://p8-data-2023/Test/Raspberry/97_100.jpg,Raspberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.10317493, 0.43056929, 0.00149318, ..., 0.        , 0.1778937 ,
       0.26491359])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-0.22366749,  4.06788481,  3.27006889, -8.15715689, -3.90706035,
        1.5444628 , -1.20373188,  4.48089659, -6.6302095 ,  3.2134877 ,
       -5.58177062, -2.52561698, -0.354596  ,  5.721295  , -4.32032979,
       -1.86421182, -6.16731768,  1.88788549,  0.4110645 ,  3.21845404,
       -2.27904133, -0.30465162,  4.0237356 , -1.58697471,  0.93573472,
        1.97368562, -0.31163176,  1.14325569, -2.14387411, -0.4305116 ,
       -2.25405407,  1.17703122,  1.05461225, -2.77394974, -0.31437606,
       -0.65746679, -1.16735997, -1.35602586,  1.18061471, -0.76091076,
        1.32235594,  0.33111001, -1.66114702,  0.8467052 , -1.39840388,
       -0.88217777, -0.4618999 , -1.88466085, -1.62831131, -1.32446032])}"
11,s3://p8-data-2023/Test/Cauliflower/180_100.jpg,Cauliflower,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.1326977 , 2.51798844, ..., 0.        , 0.09209224,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-4.57316843e+00,  1.85438791e+00,  4.51807530e-01, -3.27487522e+00,
       -1.43551899e+00,  3.09098528e+00, -1.19056640e+00,  1.28122250e+00,
       -2.43408506e+00,  2.79663877e+00, -4.14141793e+00,  2.41382599e+00,
        2.56361482e+00, -2.98884537e+00,  1.47604944e-02,  1.77685590e+00,
       -3.98548524e+00,  1.56707761e+00, -1.12534838e+00,  4.38754788e+00,
        2.35888689e+00, -6.65572432e-01,  4.40974235e+00, -1.05222307e+00,
        2.17083725e+00, -3.62430456e+00, -6.30991976e-01, -3.54775285e+00,
       -2.86562821e-03,  4.30985227e-02, -1.67247464e-01,  1.48215992e+00,
       -1.39723789e+00, -4.51578591e+00,  6.63964864e-01, -2.31927560e+00,
        2.73156043e+00,  3.38242599e-01, -1.75044280e+00,  2.22310337e-01,
       -6.53208016e-01,  1.76226132e+00, -7.08613292e-01, -6.34107091e-01,
       -5.81192980e-01,  9.05233724e-01, -3.95441571e-01, -3.04123057e-01,
        8.00556891e-02,  1.05167018e+00])}"
12,s3://p8-data-2023/Test/Cauliflower/38_100.jpg,Cauliflower,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.92939806, 2.42639542, ..., 0.        , 0.12250128,
       0.02170419])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-4.85686154,  3.26438098,  0.75849097, -1.72839616, -1.6203643 ,
        2.47814181, -1.19454127,  0.78501925, -3.65261744,  2.06873292,
       -3.37451194,  2.10648769,  2.93902571, -3.91796187,  0.93187974,
        2.10031055, -3.58882119,  0.76617915, -1.06220038,  3.95316602,
        1.22010236,  0.16484517,  5.26277154, -0.34353525,  2.85428117,
       -3.80958947, -0.69322689, -2.72681464, -0.2624527 , -1.10326997,
       -0.09701141,  1.45552769, -2.48954396, -4.07939306, -0.31420151,
       -1.95808616,  1.65627337, -0.13698118, -2.00022127, -0.19907525,
       -0.88307276,  1.15289241, -1.52807044, -0.20333452, -0.44878397,
        0.73446959, -1.15918688, -0.37110741, -0.10639185,  0.63293963])}"
13,s3://p8-data-2023/Test/Pineapple Mini/r_168_100.jpg,Pineapple Mini,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 4.86205673, 0.        , ..., 0.01824244, 0.09794953,
       0.07441115])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -4.63542829,   3.61596175,   0.91178512,  -3.05190206,
        -2.14761344,   2.11705696,   0.61792919,  -0.46065715,
       -10.07333947,   5.25159603,  -2.2056532 ,   1.70164966,
         0.29546237,  -3.30617901,  -3.84260648,   1.64165953,
        -1.43848639,   3.58754675,   2.43110532,  -0.80416811,
        -0.67571278,   0.66358239,   2.33271137,  -1.95451825,
         0.59802634,   5.03546316,   0.08525631,  -0.70432607,
         1.51612758,  -1.30777915,   2.46753822,  -1.74123396,
         1.94837302,  -4.9954798 ,  -0.50687728,  -1.71673675,
         0.70102698,  -1.00359794,  -0.75322239,  -1.76311316,
         2.26259088,   0.44184838,  -1.5104734 ,   0.71137999,
        -1.3502697 ,  -0.446889  ,  -0.95991772,   0.58574694,
        -0.08548616,  -0.76824088])}"
14,s3://p8-data-2023/Test/Pineapple Mini/r_227_100.jpg,Pineapple Mini,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.02071469, 4.22314358, 0.28818151, ..., 0.        , 0.01628934,
       0.65012938])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-5.38034645,  4.52010752,  0.07435841, -3.03758726, -3.51377822,
        2.32530918,  1.44708728, -0.92712525, -7.36874214,  4.21585567,
       -3.23716737,  2.40662096,  0.64778602, -3.26763255, -2.65500013,
        0.5672597 , -2.14628786,  2.35467139,  2.97040409,  0.16385084,
       -1.77256504, -0.42656897,  3.40213928, -2.48371242,  0.87607147,
        4.3727262 , -0.2036903 , -0.77812482,  0.06621981, -1.80132598,
        2.63505649, -1.50132129,  1.68100021, -3.12161922, -0.18817958,
       -1.20738464,  1.00687432, -1.95353088, -0.60033812, -1.9600088 ,
        2.46542431, -0.30534818, -1.24132408,  1.7898968 , -1.76708002,
        0.48449956, -1.21295801, -0.31496878, -0.02770433,  0.36833324])}"
15,s3://p8-data-2023/Test/Pineapple Mini/r_34_100.jpg,Pineapple Mini,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 3.70987129, 0.        , ..., 0.8240394 , 0.02584342,
       0.00896239])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ -6.51333511,   6.67354453,   0.12750413,  -2.49096619,
        -1.59477087,   5.26323277,   2.42885275,   0.86952406,
       -10.88916674,   5.03419548,  -3.33771986,   1.88278863,
         3.62537216,  -3.68300924,  -2.2661043 ,   1.16285184,
        -1.50678185,   2.47029853,   1.37288315,   0.41003178,
         0.8238616 ,   0.13762375,   3.53257134,  -1.25411081,
         2.19876041,   5.22250241,  -1.24421004,  -2.92125537,
         0.50999266,  -3.94153894,   3.67334102,  -0.45486492,
         1.23901136,  -4.68956779,   1.61250942,  -1.15289406,
        -0.98432987,  -0.35748772,  -0.1769982 ,  -2.47222557,
         2.05498337,  -0.13196962,  -2.15042462,   0.8146494 ,
         0.4676173 ,  -0.86585146,  -1.5519769 ,  -1.10506123,
         0.95046409,   0.2122436 ])}"
16,s3://p8-data-2023/Test/Apple Golden 1/129_100.jpg,Apple Golden 1,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.02250091, 0.        , 0.07314287, ..., 0.        , 0.03007223,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-3.8393573 , -1.70221173, -8.86559145, -1.67658403,  4.7643891 ,
        6.10183319, -0.36668687,  4.38712084, -2.84091161,  3.54784196,
       -3.5545206 , -0.3152972 ,  2.34689466,  1.07367068,  1.00312116,
        1.3294892 , -0.62773839,  1.93112013, -1.38360631,  4.49342501,
       -0.08969628,  1.8150344 ,  3.43741453, -1.27037461, -0.91010001,
        3.15003395, -1.62783997, -1.90714556, -2.79315476, -1.41829209,
       -1.64891964,  1.66070067,  2.84527347, -3.42788592, -0.01495373,
       -2.99986364, -0.46330128,  0.68801567,  1.07298038, -1.03844113,
       -0.22571232,  0.73981385, -2.34824114,  2.36462507, -1.06274305,
       -1.09298642, -1.65740496, -1.03849623, -1.765073  ,  1.13628785])}"
17,s3://p8-data-2023/Test/Onion White/r2_16_100.jpg,Onion White,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.00932507, 1.46772826, 0.        , ..., 0.05729604, 0.22496474,
       1.02973473])}","{'type': 1, 'size': None, 'indices': None, 'values': array([  0.6206028 ,   2.01447723,  -4.12731485,  -6.73101379,
        12.15099095,   5.20487429,   2.70093697,   1.59593545,
       -12.76595027,  -0.94705775,  -3.47045873,   3.1221321 ,
        -2.58706893,   3.81171097,  -2.69870092,   4.63533734,
        -5.17374965,   3.00201176,  -3.20381504,   2.02246427,
        -0.19932731,   1.23279404,   6.5146782 ,  -0.08176699,
         0.55894758,   0.87087262,   0.75038693,  -0.72028645,
        -0.99952936,  -0.0986745 ,   1.27215968,   0.98064918,
         1.0780546 ,  -3.55025339,   2.38413091,  -1.46982675,
        -0.02936682,   0.29310244,  -0.48290997,  -1.62976605,
         0.92077591,  -1.5232246 ,  -2.13311898,  -0.83935243,
        -2.04943796,  -0.55108215,  -1.28044515,  -0.65886366,
        -0.31864091,  -1.60198211])}"
18,s3://p8-data-2023/Test/Apple Golden 1/72_100.jpg,Apple Golden 1,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.05176897, 0.01063226, ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-3.2684578 , -2.76676554, -7.43777208, -1.03134051,  4.88361432,
        2.61562531, -0.95012566,  4.07616597, -2.2687638 ,  5.48024086,
       -2.1410996 ,  0.62667438,  1.32162399,  1.21851977,  0.68897086,
        1.01016958, -0.34635989,  2.65210901, -1.06855832,  3.24843775,
        0.22302305, -0.91825578,  4.36667941, -1.14239717,  0.3481147 ,
        2.55746506, -0.34608282, -0.53688668, -1.47140983, -2.50474418,
       -1.1225416 ,  2.06935657,  1.79365101, -2.16848854,  0.83439277,
       -1.81909548, -0.83160035,  0.86078424,  2.20520076, -1.83838449,
        0.25771235,  1.0436391 , -1.79821387,  0.84096298, -0.43532974,
        0.12903208, -1.52156696, -0.52272791, -1.18649102,  0.96675796])}"
19,s3://p8-data-2023/Test/Lychee/325_100.jpg,Lychee,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.15856051, 2.26537085, 0.        , ..., 0.        , 0.10538442,
       0.00413405])}","{'type': 1, 'size': None, 'indices': None, 'values': array([-3.09412826,  4.36501885, -1.52575825, -8.12791641, -7.25555297,
        5.86860505, -3.91915221,  3.43513625, -5.75769129,  5.00384177,
       -5.17025781,  3.27632925,  0.70211385,  1.22196178, -2.87274433,
       -0.81530075, -2.23147144,  1.93817359,  1.73139999,  1.44902657,
       -1.1918308 , -0.11661   ,  7.84636791, -3.28765395, -1.16798375,
        5.21630042,  3.27725653, -2.67240183, -0.39511105, -3.88239296,
       -0.20383032,  2.30883035,  2.75973678,  0.10412027,  0.23959019,
       -3.58142777, -0.08410608, -0.91113729,  1.02729975, -0.79851709,
        1.75061573,  1.96069827, -1.69017748, -0.18753605,  1.87424507,
        1.03851569, -2.51900999, -3.3955983 ,  1.05126438,  1.18441019])}"
20,s3://p8-data-2023/Test/Pear 2/r_244_100.jpg,Pear 2,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.       , 0.       , 0.       , ..., 0.       , 0.0256584,
       0.       ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 1.34738342, -5.76048386, -9.23687076, -5.86986985,  8.1721458 ,
        4.90620068, -3.03652744, -0.9306482 , -5.39816681,  1.24159139,
       -3.21092512,  4.49429091,  2.66836482,  2.60246455, -5.53917418,
       -1.11844473, -2.70149715,  3.33303099, -0.4410191 ,  3.88535891,
       -0.18669172,  2.81387209,  2.37222245, -1.97444171,  2.14433571,
        4.129002  , -0.01189551, -0.28784299, -0.94002918, -1.84910897,
       -1.26655868,  2.00574567,  1.54260729, -2.28938923,  1.14200562,
       -0.86545897,  1.12151856, -1.16067455,  0.56217085, -1.93354042,
        1.47661202,  0.75507677, -1.69237622,  1.25901721,  0.20316927,
       -2.58229333, -2.03847109, -1.6411388 , -1.53021365,  1.2949913 ])}"
21,s3://p8-data-2023/Test/Pear Red/r2_110_100.jpg,Pear Red,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.00230912, 0.00272105, 0.        , ..., 0.        , 0.        ,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 2.27132280e+00, -1.44228618e+00, -4.19104267e+00, -1.21214786e+01,
        4.59428612e+00,  2.49884330e+00,  1.70160556e+00, -2.28454937e-01,
       -4.13620995e+00, -1.21559136e+00,  1.07798367e-01,  4.41521282e+00,
        5.16212351e-01,  4.31577344e+00, -7.45782642e-01, -1.32096376e+00,
       -5.70260871e+00, -9.63847102e-01,  2.08892220e+00,  4.16056586e+00,
       -3.24564672e+00,  1.75013581e+00,  5.46178058e+00, -6.14571736e-01,
       -1.26774900e+00,  2.09252723e+00,  1.38944830e+00, -8.92336581e-01,
       -9.93097599e-03, -2.64053687e+00,  8.64294421e-01, -1.15985157e-01,
        6.82903759e-01, -1.47078780e+00,  2.42956567e+00, -2.57899877e+00,
       -2.35674711e-01,  3.60555026e-01, -8.16968194e-01, -1.01288267e+00,
        1.35049854e+00,  2.59823300e+00, -1.48196343e+00,  8.33743154e-01,
       -1.76113626e+00, -7.25103722e-02, -1.05161832e-01, -1.83326148e+00,
        5.97204770e-01,  9.14150345e-01])}"
22,s3://p8-data-2023/Test/Raspberry/r_218_100.jpg,Raspberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 1.55988765, 0.01106397, ..., 0.06223603, 0.01420213,
       0.12178329])}","{'type': 1, 'size': None, 'indices': None, 'values': array([ 5.69857567e-01,  7.01211779e+00,  2.11588858e+00, -9.90729136e+00,
        3.19713166e+00,  2.44373484e+00,  3.17819470e+00,  3.79451967e+00,
       -1.20657541e+01,  2.33961155e+00, -1.89659578e+00,  1.79152531e+00,
        1.89075909e+00,  9.03191285e+00, -3.13542913e+00, -6.89391741e-01,
       -6.85580350e+00,  3.58957668e+00,  2.71223005e-03,  1.25007247e+00,
       -1.76415839e-01,  1.85576722e+00,  4.51985819e+00, -1.87049112e+00,
        2.93945804e+00,  5.02216739e+00, -7.60094614e-01,  2.67772515e-01,
        7.10371438e-01, -2.02896201e-01,  1.42219716e+00,  1.46715259e+00,
        1.11179290e+00, -7.43950630e+00, -1.70796525e+00, -1.51480641e+00,
       -2.27459746e+00, -8.03652895e-01,  1.98664500e-01, -2.47504090e+00,
        1.42779692e-01,  1.31914959e+00, -2.75221915e+00,  1.91338715e+00,
       -1.01871254e+00, -9.90033702e-01, -1.07378824e-01, -1.38913234e+00,
       -1.91963332e+00, -2.97642480e+00])}"
23,s3://p8-data-2023/Test/Raspberry/r_311_100.jpg,Raspberry,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.81243533, 1.46566045, 0.        , ..., 0.        , 0.21992607,
       0.46366462])}","{'type': 1, 'size': None, 'indices': None, 'values': array([  1.61693776,   4.86036861,  -3.30861204,  -9.56077814,
        -2.90853504,   2.83370035,  -0.39367413,   3.04253573,
       -10.02205686,   4.97188213,  -2.28739224,  -1.30996181,
         1.06897856,   8.21968146,  -2.22558398,  -4.57384486,
        -5.23005465,   2.38410249,  -0.18001485,   3.95103915,
         1.5546542 ,  -0.72871299,   4.34901823,  -1.71835123,
         0.87720007,   3.68115024,   1.03974841,  -0.52361935,
        -1.47443596,  -1.42960159,  -0.81431608,   0.45503425,
         1.77215296,  -5.64768572,   0.53042552,  -1.88600345,
        -0.786613  ,  -0.36054759,  -1.51788849,  -1.36795823,
         0.2691107 ,   1.92210091,  -1.20928977,   0.76666903,
        -1.84977999,  -0.15777477,  -1.45116577,  -1.21855294,
        -0.75258763,  -2.27841121])}"
24,s3://p8-data-2023/Test/Pear Red/r_101_100.jpg,Pear Red,"{'type': 1, 'size': None, 'indices': None, 'values': array([0.        , 0.00038439, 0.01600197, ..., 0.        , 0.03178493,
       0.        ])}","{'type': 1, 'size': None, 'indices': None, 'values': array([  1.56365116,  -2.62014233,  -5.4018361 , -10.42277506,
         5.62057796,   1.4282508 ,   1.47700403,   0.29682452,
        -3.03134589,  -2.67970009,  -0.27472572,   3.86497654,
         0.079355  ,   3.70899278,  -1.11230982,  -3.27419417,
        -3.40760204,  -0.30518076,   3.23953592,   4.54440098,
        -2.82895431,   1.90107522,   4.48942661,  -1.7479742 ,
         0.88551807,   3.01952176,   1.76258871,  -2.34522231,
         0.64517011,  -1.5856923 ,   0.47880065,   0.37163746,
         1.54838026,  -2.0129437 ,   2.15751735,  -2.68855653,
        -1.04720721,  -0.40106793,  -0.35713603,  -0.3402246 ,
         0.52623949,   2.4973846 ,  -2.99479874,   0.71204868,
        -1.89963553,   0.92301149,  -1.10789724,  -2.20786408,
         0.41976856,   2.33050792])}"
